medicine_id,medicine_name,category,price,stock_quantity,expiry_date,batch_number,manufacturer,storage_condition
MED-1862,Dolonol,Dermatology,108.89,497,25-05-2027,BN-36577,Blevins LLC Pharma,Cool/Dry
MED-1863,Metfen,Antibiotic,51.23,106,05-08-2027,BN-63906,Wang Inc Pharma,Refrigerated
MED-1864,Ibupril,Dermatology,114.97,273,03-07-2028,BN-92578,"Gray, Cook and Pugh Pharma",Room Temp
MED-1865,Glycomab,Antibiotic,61.65,410,25-12-2026,BN-99141,"Anderson, Morgan and Browning Pharma",Room Temp
MED-1866,Ibuline,Analgesic,118.26,419,09-05-2027,BN-14085,Richards Inc Pharma,Refrigerated
MED-1867,Dolodex,Antibiotic,66.45,467,14-10-2026,BN-62020,Todd-Bowman Pharma,Cool/Dry
MED-1868,Cetizole,Analgesic,21.09,325,19-02-2028,BN-37896,Sanchez PLC Pharma,Cool/Dry
MED-1869,Panvin,Dermatology,86.51,281,30-11-2028,BN-30286,"Nguyen, West and Williams Pharma",Refrigerated
MED-1870,Pannol,Analgesic,55.58,259,23-08-2028,BN-15732,Moss-James Pharma,Cool/Dry
MED-1871,Panvin,Antiviral,113.35,337,09-07-2028,BN-83716,Collins and Sons Pharma,Room Temp
MED-1872,Zyrvin,Antibiotic,75.64,11,24-02-2028,BN-79242,Williams PLC Pharma,Cool/Dry
MED-1873,Panzole,Antiviral,108.69,212,22-01-2027,BN-43652,Michael PLC Pharma,Cool/Dry
MED-1874,Glycotin,Antibiotic,22.97,141,02-06-2028,BN-83188,"Green, White and Meadows Pharma",Cool/Dry
MED-1875,Lipofen,Antiviral,51.52,136,22-09-2027,BN-75830,Sparks-Flynn Pharma,Room Temp
MED-1876,Lipozen,Dermatology,97.7,323,29-07-2027,BN-49116,"Rodriguez, Bean and Cox Pharma",Room Temp
MED-1877,Lipovin,Antibiotic,14.42,16,18-04-2027,BN-86106,Alexander and Sons Pharma,Refrigerated
MED-1878,Althonol,Analgesic,6.83,325,21-06-2028,BN-52184,"Mcclain, Weiss and Wilson Pharma",Room Temp
MED-1879,Panzole,Cardiology,106.17,334,20-02-2029,BN-10521,Maxwell-Jordan Pharma,Room Temp
MED-1880,Cetimab,Cardiology,99.3,395,12-11-2027,BN-48155,Rogers Group Pharma,Cool/Dry
MED-1881,Zyrline,Antibiotic,145.4,307,03-01-2028,BN-62864,"Day, Johnson and Wright Pharma",Cool/Dry
MED-1882,Lipopril,Antibiotic,92,495,19-07-2027,BN-84697,Rojas-Wilson Pharma,Refrigerated
MED-1883,Panmab,Antiviral,21.02,30,20-02-2028,BN-33842,Williams Ltd Pharma,Refrigerated
MED-1884,Althotin,Cardiology,142.72,441,24-01-2028,BN-63763,"Bailey, Austin and Pearson Pharma",Cool/Dry
MED-1885,Cetitin,Cardiology,101.61,150,17-10-2026,BN-68008,Goodwin and Sons Pharma,Cool/Dry
MED-1886,Mettin,Analgesic,143.69,291,21-06-2027,BN-83523,"Bray, Hull and Smith Pharma",Cool/Dry
MED-1887,Mettin,Antibiotic,62.17,157,27-09-2028,BN-30123,"Johnson, White and Johnson Pharma",Room Temp
MED-1888,Pantin,Antiviral,30.91,33,16-10-2028,BN-86392,Martin LLC Pharma,Cool/Dry
MED-1889,Cetivin,Cardiology,48.34,413,07-04-2027,BN-21726,"Navarro, Schwartz and Griffith Pharma",Cool/Dry
MED-1890,Cetivin,Antiviral,74.25,155,22-01-2029,BN-79258,"Rhodes, Pacheco and Owens Pharma",Refrigerated
MED-1891,Metmab,Dermatology,47.52,125,10-09-2026,BN-83360,Meyers-Hogan Pharma,Refrigerated
MED-1892,Glycotin,Dermatology,72.63,481,07-09-2028,BN-90995,Henderson Inc Pharma,Room Temp
MED-1893,Dolozole,Antibiotic,49.87,243,21-04-2027,BN-43561,"Thomas, Richardson and May Pharma",Room Temp
MED-1894,Cetimab,Antiviral,86.48,16,08-09-2027,BN-56907,Miller-Bell Pharma,Refrigerated
MED-1895,Exerzole,Cardiology,97.3,76,01-06-2027,BN-89863,Smith PLC Pharma,Refrigerated
MED-1896,Lipomab,Dermatology,117.53,113,19-12-2028,BN-47959,Baker-Moreno Pharma,Refrigerated
MED-1897,Exerfen,Analgesic,20.77,449,27-08-2028,BN-24486,"Robinson, Robinson and Walker Pharma",Room Temp
MED-1898,Glycomab,Antibiotic,47.07,1,02-10-2026,BN-81334,"Rush, Osborne and Barnes Pharma",Cool/Dry
MED-1899,Cetidex,Analgesic,94.25,255,08-09-2027,BN-90613,Smith-Butler Pharma,Refrigerated
MED-1900,Panmab,Analgesic,28.53,141,01-01-2028,BN-21901,"Barber, Cole and Owen Pharma",Cool/Dry
MED-1901,Metline,Antiviral,85.07,262,15-10-2027,BN-27202,"Griffin, Guerra and Burch Pharma",Refrigerated
MED-1902,Glycomab,Antibiotic,84.07,148,28-04-2027,BN-82535,Foley-Valdez Pharma,Room Temp
MED-1903,Glycomab,Antibiotic,21.28,155,19-11-2026,BN-22826,Krause PLC Pharma,Cool/Dry
MED-1904,Altholine,Analgesic,140,272,27-08-2028,BN-11126,"Johnson, Harris and Gray Pharma",Room Temp
MED-1905,Mettin,Cardiology,68.67,340,12-05-2028,BN-81534,"Weber, Goodwin and Riley Pharma",Cool/Dry
MED-1906,Dolomab,Antibiotic,13.98,286,14-03-2028,BN-44930,Leach PLC Pharma,Cool/Dry
MED-1907,Cetinol,Cardiology,35.14,91,21-02-2028,BN-39125,Brown Ltd Pharma,Room Temp
MED-1908,Metfen,Antibiotic,26.81,434,19-07-2028,BN-10844,Hammond-Shepherd Pharma,Room Temp
MED-1909,Lipotin,Analgesic,75.11,360,23-05-2027,BN-90465,Foster and Sons Pharma,Room Temp
MED-1910,Dolozole,Antiviral,119.76,445,09-06-2028,BN-43193,Jenkins Ltd Pharma,Refrigerated
MED-1911,Ibunol,Cardiology,10.05,210,12-09-2026,BN-33437,Oconnell Ltd Pharma,Refrigerated
MED-1912,Dolomab,Antiviral,33.83,280,16-07-2027,BN-97731,Price Group Pharma,Cool/Dry
MED-1913,Glycomab,Antibiotic,146.64,150,23-08-2027,BN-91595,"Hill, Baxter and Patel Pharma",Refrigerated
MED-1914,Zyrvin,Dermatology,5.76,338,25-06-2028,BN-12627,Manning-Morgan Pharma,Cool/Dry
MED-1915,Lipomab,Dermatology,39.12,461,26-09-2026,BN-26492,"Thomas, Kelly and Delacruz Pharma",Refrigerated
MED-1916,Dolozen,Antiviral,17.49,69,09-06-2028,BN-81082,"Gibson, Baker and Wilson Pharma",Room Temp
MED-1917,Lipotin,Antiviral,14.04,56,17-11-2028,BN-76334,Donovan-Hawkins Pharma,Cool/Dry
MED-1918,Althofen,Antibiotic,71.73,296,11-04-2028,BN-74789,"Curry, Valencia and Michael Pharma",Cool/Dry
MED-1919,Panvin,Analgesic,32.95,373,08-08-2028,BN-14523,Gomez Inc Pharma,Cool/Dry
MED-1920,Panfen,Antiviral,18.76,206,01-09-2028,BN-90792,"Horton, Crawford and Burch Pharma",Cool/Dry
MED-1921,Zyrpril,Analgesic,109.47,456,16-04-2028,BN-16159,Massey LLC Pharma,Refrigerated
MED-1922,Zyrline,Antibiotic,36.72,443,08-07-2028,BN-78764,Murphy PLC Pharma,Room Temp
MED-1923,Glycopril,Antibiotic,105.2,476,29-12-2027,BN-16654,Watson-George Pharma,Refrigerated
MED-1924,Dolozen,Dermatology,57.93,192,17-10-2027,BN-30411,Branch PLC Pharma,Room Temp
MED-1925,Metvin,Dermatology,20.81,99,21-10-2028,BN-96089,"Mullins, Stewart and Pace Pharma",Room Temp
MED-1926,Althonol,Antibiotic,15.36,341,04-11-2028,BN-93611,Nelson and Sons Pharma,Refrigerated
MED-1927,Panpril,Antiviral,65.97,194,17-12-2026,BN-73487,Patterson-Chapman Pharma,Cool/Dry
MED-1928,Dolopril,Cardiology,146.95,383,25-10-2026,BN-44052,Quinn PLC Pharma,Refrigerated
MED-1929,Zyrdex,Cardiology,63.67,328,27-02-2027,BN-91555,Brooks-Simmons Pharma,Refrigerated
MED-1930,Althotin,Analgesic,121.84,387,17-01-2027,BN-74365,Olson and Sons Pharma,Refrigerated
MED-1931,Metzen,Antibiotic,25.99,362,09-09-2028,BN-15247,"Gordon, Morales and Harris Pharma",Cool/Dry
MED-1932,Metpril,Antiviral,45.08,166,25-10-2026,BN-59157,Peterson-Wilkinson Pharma,Room Temp
MED-1933,Panline,Antiviral,81.47,497,30-09-2028,BN-53488,Wright-Butler Pharma,Refrigerated
MED-1934,Althomab,Antiviral,73.16,410,25-09-2026,BN-54564,"Fowler, Wu and Smith Pharma",Refrigerated
MED-1935,Althofen,Antiviral,136.16,250,19-09-2028,BN-47342,"Bradley, Schmidt and Douglas Pharma",Refrigerated
MED-1936,Ibunol,Dermatology,15.32,423,03-07-2027,BN-81622,Howard and Sons Pharma,Refrigerated
MED-1937,Mettin,Antiviral,108.55,309,23-10-2027,BN-67586,Bell-Lowery Pharma,Refrigerated
MED-1938,Pannol,Dermatology,100.87,160,22-09-2026,BN-46512,Miller Inc Pharma,Refrigerated
MED-1939,Cetizen,Antibiotic,46.15,30,18-10-2027,BN-63947,Hoffman-Murray Pharma,Room Temp
MED-1940,Exerzole,Dermatology,6.93,213,23-10-2026,BN-19297,Jones-Wise Pharma,Refrigerated
MED-1941,Ibuvin,Antibiotic,54.74,473,18-12-2028,BN-92937,Perez-Sims Pharma,Cool/Dry
MED-1942,Panzole,Dermatology,34.47,455,06-12-2028,BN-15941,White and Sons Pharma,Room Temp
MED-1943,Altholine,Dermatology,17.14,66,11-11-2028,BN-76063,Weber-Miller Pharma,Room Temp
MED-1944,Metfen,Dermatology,79.68,133,13-10-2027,BN-71613,Brown Ltd Pharma,Cool/Dry
MED-1945,Zyrfen,Antiviral,118.86,88,16-06-2028,BN-29788,Rivera-Quinn Pharma,Refrigerated
MED-1946,Glycoline,Cardiology,55.5,85,20-07-2027,BN-65013,"Franco, Green and Boyd Pharma",Room Temp
MED-1947,Exerfen,Dermatology,9.75,202,13-01-2029,BN-78048,Watkins LLC Pharma,Refrigerated
MED-1948,Althomab,Antiviral,24.53,253,15-02-2028,BN-90692,Schwartz and Sons Pharma,Refrigerated
MED-1949,Althofen,Antibiotic,55.85,467,01-12-2028,BN-56913,Smith LLC Pharma,Cool/Dry
MED-1950,Glyconol,Antibiotic,56.67,16,04-08-2028,BN-12917,"Frye, Wu and Banks Pharma",Refrigerated
MED-1951,Dolofen,Analgesic,110.95,400,26-01-2028,BN-11296,Rasmussen-Bennett Pharma,Cool/Dry
MED-1952,Metvin,Dermatology,73.11,485,21-01-2028,BN-22773,Holder PLC Pharma,Room Temp
MED-1953,Ibunol,Cardiology,64.7,379,08-07-2028,BN-47222,"Garcia, Davis and Rodriguez Pharma",Room Temp
MED-1954,Ibutin,Analgesic,59.8,90,08-10-2027,BN-14324,Scott LLC Pharma,Room Temp
MED-1955,Althozole,Antibiotic,106.74,296,28-10-2028,BN-94266,"Price, Burch and Shepherd Pharma",Refrigerated
MED-1956,Zyrpril,Antiviral,104.1,363,07-09-2027,BN-37001,Herrera LLC Pharma,Refrigerated
MED-1957,Dolozole,Cardiology,30.09,402,09-01-2027,BN-33840,Gonzales Group Pharma,Refrigerated
MED-1958,Zyrnol,Dermatology,104.37,190,02-02-2027,BN-41954,Ryan-Collier Pharma,Refrigerated
MED-1959,Cetizole,Analgesic,27.64,120,19-12-2028,BN-92493,Patterson PLC Pharma,Cool/Dry
MED-1960,Althofen,Dermatology,82.6,335,01-04-2027,BN-29332,Reese LLC Pharma,Room Temp
MED-1961,Ibufen,Cardiology,10.04,194,29-04-2028,BN-14142,Cunningham Group Pharma,Room Temp
MED-1962,Dolozole,Antibiotic,9.13,214,12-06-2028,BN-81004,Rose-Wood Pharma,Cool/Dry
MED-1963,Exerfen,Antibiotic,142.42,49,19-10-2027,BN-45699,Carter-Johnson Pharma,Cool/Dry
MED-1964,Ibuzole,Dermatology,111.03,241,20-01-2027,BN-26526,"Lynn, Schroeder and Torres Pharma",Room Temp
MED-1965,Metnol,Dermatology,42.49,395,20-04-2028,BN-88829,Cameron Ltd Pharma,Room Temp
MED-1966,Glycozole,Antiviral,85.34,47,18-01-2028,BN-61485,Jones Group Pharma,Room Temp
MED-1967,Lipotin,Analgesic,50.88,416,28-04-2027,BN-58419,Barrett and Sons Pharma,Refrigerated
MED-1968,Glycoline,Antiviral,54.03,219,09-09-2026,BN-68603,Garcia LLC Pharma,Room Temp
MED-1969,Zyrtin,Antibiotic,55.23,76,05-02-2027,BN-34700,Warren Group Pharma,Room Temp
MED-1970,Panfen,Cardiology,145.59,269,16-02-2029,BN-38627,"Palmer, Moore and Gonzalez Pharma",Room Temp
MED-1971,Glycofen,Dermatology,14.92,66,17-07-2028,BN-84467,Maxwell-Sullivan Pharma,Refrigerated
MED-1972,Zyrzen,Dermatology,148.84,328,09-06-2027,BN-32173,Garner-Williams Pharma,Room Temp
MED-1973,Cetizen,Antibiotic,76.97,248,28-09-2027,BN-13767,Gray and Sons Pharma,Refrigerated
MED-1974,Lipomab,Dermatology,132.15,467,28-04-2028,BN-36599,Kramer LLC Pharma,Room Temp
MED-1975,Zyrline,Antibiotic,135.96,94,13-01-2029,BN-94781,Smith Group Pharma,Room Temp
MED-1976,Glycotin,Antiviral,70.25,196,03-10-2026,BN-34901,Kelly-Johnson Pharma,Refrigerated
MED-1977,Metmab,Antibiotic,142.12,234,10-05-2028,BN-53079,Robles Ltd Pharma,Room Temp
MED-1978,Exervin,Analgesic,37.83,355,14-02-2028,BN-75257,Warner and Sons Pharma,Room Temp
MED-1979,Lipofen,Analgesic,77.84,406,02-10-2027,BN-16111,Bell-Martin Pharma,Refrigerated
MED-1980,Glycopril,Antiviral,32.48,410,16-11-2027,BN-19977,"Price, Bailey and Robinson Pharma",Refrigerated
MED-1981,Pantin,Analgesic,26.83,196,27-12-2028,BN-68301,Herring Group Pharma,Cool/Dry
MED-1982,Cetizen,Dermatology,141.87,376,07-11-2026,BN-23896,Willis Ltd Pharma,Refrigerated
MED-1983,Althofen,Antiviral,135.77,19,30-01-2029,BN-35275,Gray PLC Pharma,Cool/Dry
MED-1984,Lipoline,Cardiology,98.1,487,20-09-2026,BN-56598,Lewis Ltd Pharma,Cool/Dry
MED-1985,Cetizole,Antibiotic,125.09,177,07-02-2028,BN-71108,"Williams, Richard and Garrett Pharma",Cool/Dry
MED-1986,Zyrdex,Analgesic,55.41,372,26-10-2026,BN-65682,"Davies, Allen and Weaver Pharma",Cool/Dry
MED-1987,Metvin,Dermatology,34.79,403,05-11-2026,BN-87375,Graham PLC Pharma,Cool/Dry
MED-1988,Althozole,Cardiology,136.45,289,11-11-2026,BN-76583,"Reyes, Byrd and Barnes Pharma",Room Temp
MED-1989,Exerdex,Cardiology,33.96,280,20-10-2026,BN-61965,"Montes, Marsh and Johnson Pharma",Cool/Dry
MED-1990,Panline,Antiviral,137.58,146,07-06-2027,BN-61602,Dixon PLC Pharma,Refrigerated
MED-1991,Exermab,Antibiotic,38.5,277,04-03-2029,BN-76150,Mccoy-Ramirez Pharma,Refrigerated
MED-1992,Cetizole,Antiviral,59.09,16,19-12-2026,BN-45740,"Santos, Nguyen and Sullivan Pharma",Room Temp
MED-1993,Dolofen,Antiviral,66.38,107,16-09-2028,BN-18901,King Ltd Pharma,Refrigerated
MED-1994,Panfen,Antibiotic,10.04,498,14-02-2027,BN-40401,Chambers Group Pharma,Room Temp
MED-1995,Dolovin,Dermatology,97.1,467,04-01-2029,BN-19553,Ponce-King Pharma,Room Temp
MED-1996,Dolotin,Dermatology,93.8,191,15-03-2027,BN-71124,Johnson-Knox Pharma,Cool/Dry
MED-1997,Zyrline,Analgesic,8.18,320,18-06-2027,BN-86634,Figueroa-Alexander Pharma,Cool/Dry
MED-1998,Zyrdex,Antibiotic,100.8,174,21-07-2028,BN-83316,Bowen LLC Pharma,Refrigerated
MED-1999,Panline,Antibiotic,141.4,465,08-10-2027,BN-18090,Jenkins-Fitzgerald Pharma,Refrigerated
MED-2000,Althodex,Analgesic,76.06,361,30-07-2028,BN-37384,"Bartlett, Johnson and Garrison Pharma",Refrigerated
MED-2001,Ibudex,Analgesic,17.56,76,06-04-2028,BN-30369,Tucker PLC Pharma,Room Temp
MED-2002,Lipozole,Cardiology,68.36,311,19-10-2027,BN-70224,Ford Inc Pharma,Refrigerated
MED-2003,Metzole,Cardiology,100.38,325,11-06-2027,BN-34085,Mcclain PLC Pharma,Cool/Dry
MED-2004,Metfen,Antibiotic,82.98,233,16-08-2028,BN-93969,"Savage, Beck and Perry Pharma",Refrigerated
MED-2005,Glycopril,Cardiology,75.84,457,14-11-2026,BN-93616,Bishop-Coleman Pharma,Cool/Dry
MED-2006,Zyrdex,Analgesic,81.86,472,28-10-2028,BN-89638,"Williams, Martinez and Tran Pharma",Refrigerated
MED-2007,Cetimab,Cardiology,45.51,203,02-12-2027,BN-23172,"Miranda, Richards and Sloan Pharma",Cool/Dry
MED-2008,Metdex,Dermatology,122.77,399,20-12-2028,BN-69619,Kerr-Pratt Pharma,Room Temp
MED-2009,Cetimab,Dermatology,60.56,139,08-03-2028,BN-86581,"Burgess, Shaw and Perez Pharma",Room Temp
MED-2010,Dolopril,Dermatology,70.74,169,02-09-2028,BN-56996,Mcclain-Rivera Pharma,Cool/Dry
MED-2011,Althopril,Cardiology,15.82,37,08-02-2028,BN-19598,Woods-Robinson Pharma,Cool/Dry
MED-2012,Zyrline,Antiviral,37.68,487,07-09-2028,BN-83402,Morales-Hines Pharma,Cool/Dry
MED-2013,Metzole,Cardiology,83.74,420,14-05-2028,BN-38858,Moore-Cobb Pharma,Refrigerated
MED-2014,Glycodex,Antiviral,36.52,119,16-04-2028,BN-47289,Wheeler and Sons Pharma,Refrigerated
MED-2015,Dolopril,Cardiology,17.15,231,06-08-2027,BN-37704,Reed Inc Pharma,Refrigerated
MED-2016,Ibuvin,Antiviral,82.46,391,26-05-2028,BN-53553,Reed-Underwood Pharma,Room Temp
MED-2017,Panline,Cardiology,20.13,283,12-12-2026,BN-15196,Baker-Hayes Pharma,Room Temp
MED-2018,Glycofen,Antibiotic,46.99,286,17-06-2027,BN-98533,Brown-Johnson Pharma,Cool/Dry
MED-2019,Dolozen,Cardiology,37.51,411,15-09-2026,BN-61753,Banks and Sons Pharma,Room Temp
MED-2020,Lipopril,Cardiology,21.08,69,19-11-2028,BN-22864,"Robinson, Williams and Nelson Pharma",Cool/Dry
MED-2021,Zyrtin,Dermatology,20.03,416,17-06-2028,BN-29561,Swanson-Mason Pharma,Room Temp
MED-2022,Metline,Antibiotic,22.24,402,02-08-2028,BN-17160,Norris-Gray Pharma,Cool/Dry
MED-2023,Panzen,Antiviral,7.01,364,17-09-2028,BN-42712,Daugherty-Hancock Pharma,Refrigerated
MED-2024,Metdex,Cardiology,114.24,342,18-10-2028,BN-20012,Harris Inc Pharma,Room Temp
MED-2025,Metline,Antibiotic,145.98,72,06-06-2027,BN-46173,Wilson-Owens Pharma,Refrigerated
MED-2026,Pantin,Antiviral,125.74,316,01-02-2029,BN-88354,Moore LLC Pharma,Refrigerated
MED-2027,Exerfen,Antiviral,32.42,273,11-05-2027,BN-49913,"Martinez, Smith and Smith Pharma",Refrigerated
MED-2028,Cetifen,Analgesic,65.98,331,02-12-2028,BN-37109,Chase LLC Pharma,Cool/Dry
MED-2029,Pannol,Cardiology,64.02,165,05-11-2026,BN-99545,Thompson LLC Pharma,Refrigerated
MED-2030,Cetipril,Analgesic,24.11,149,30-11-2028,BN-65354,Peterson LLC Pharma,Cool/Dry
MED-2031,Lipofen,Antiviral,26.91,431,09-03-2027,BN-47238,Day-Middleton Pharma,Room Temp
MED-2032,Glycozen,Cardiology,99.17,172,02-08-2027,BN-23484,"Brown, Contreras and Roberson Pharma",Cool/Dry
MED-2033,Cetivin,Antiviral,31.43,370,06-03-2027,BN-46394,Jacobs-Collins Pharma,Cool/Dry
MED-2034,Metzen,Antibiotic,21.62,486,28-02-2027,BN-43029,"Bray, Sullivan and Scott Pharma",Refrigerated
MED-2035,Ibuline,Cardiology,109.42,230,24-05-2027,BN-97890,Peterson Inc Pharma,Cool/Dry
MED-2036,Dolodex,Dermatology,7.97,393,21-12-2027,BN-24191,"Bradley, Hawkins and Miller Pharma",Refrigerated
MED-2037,Pandex,Dermatology,73.67,194,29-12-2026,BN-29776,Holmes-Blair Pharma,Refrigerated
MED-2038,Panfen,Antiviral,86.28,140,15-06-2028,BN-69465,York Inc Pharma,Cool/Dry
MED-2039,Lipodex,Analgesic,28.18,291,10-05-2027,BN-59289,King-Torres Pharma,Room Temp
MED-2040,Zyrfen,Analgesic,88.78,370,13-12-2028,BN-23672,Rowland-Martin Pharma,Room Temp
MED-2041,Althofen,Dermatology,48.61,427,17-01-2029,BN-88211,"Perry, Mason and Hodges Pharma",Cool/Dry
MED-2042,Metvin,Cardiology,111.89,277,20-03-2027,BN-26126,"Banks, Jacobs and Moore Pharma",Cool/Dry
MED-2043,Lipoline,Cardiology,18.1,78,02-05-2027,BN-53841,"Ross, Rogers and Good Pharma",Refrigerated
MED-2044,Dolonol,Dermatology,132.3,212,28-01-2028,BN-20489,"Shields, Black and Kemp Pharma",Room Temp
MED-2045,Liponol,Analgesic,17.37,377,26-12-2028,BN-41333,Turner-Mcdowell Pharma,Room Temp
MED-2046,Ibuvin,Dermatology,115.62,302,02-12-2027,BN-73948,King-Dominguez Pharma,Cool/Dry
MED-2047,Lipozole,Dermatology,100.63,329,20-06-2027,BN-53558,Bennett-Bailey Pharma,Refrigerated
MED-2048,Glycodex,Antiviral,42.85,406,31-07-2028,BN-44904,Jackson-Morgan Pharma,Room Temp
MED-2049,Metzen,Analgesic,125.18,27,19-06-2027,BN-57337,Bailey and Sons Pharma,Refrigerated
MED-2050,Cetidex,Dermatology,41.64,41,16-07-2028,BN-38768,"Young, Castillo and Thomas Pharma",Cool/Dry
MED-2051,Cetipril,Dermatology,113.82,23,28-06-2028,BN-70455,"Morgan, Bishop and Roberts Pharma",Room Temp
MED-2052,Dolodex,Cardiology,80.89,38,18-02-2028,BN-13710,"White, Blackwell and Torres Pharma",Room Temp
MED-2053,Ibuline,Antibiotic,63.62,382,17-09-2028,BN-48984,Smith-Cook Pharma,Refrigerated
MED-2054,Dolomab,Dermatology,130.82,86,01-01-2029,BN-46319,Martinez-Farrell Pharma,Refrigerated
MED-2055,Dolotin,Dermatology,55.38,53,21-02-2027,BN-20482,Bush and Sons Pharma,Room Temp
MED-2056,Cetizen,Antibiotic,19.83,273,12-01-2029,BN-81478,Murray-Bates Pharma,Cool/Dry
MED-2057,Dolodex,Dermatology,137.67,414,09-12-2026,BN-66757,"Bender, Harper and Haney Pharma",Cool/Dry
MED-2058,Exerdex,Cardiology,125.16,24,29-10-2026,BN-19800,Nelson-Brown Pharma,Refrigerated
MED-2059,Dolonol,Antibiotic,49.24,130,04-01-2029,BN-12366,Vega-Hudson Pharma,Cool/Dry
MED-2060,Lipozen,Cardiology,47.16,391,21-05-2027,BN-68062,Leonard PLC Pharma,Room Temp
MED-2061,Panzole,Antibiotic,110.23,426,10-10-2028,BN-27102,"Arias, Brock and Mills Pharma",Refrigerated
MED-2062,Metzen,Dermatology,26.47,280,07-11-2027,BN-19512,Herrera-Orr Pharma,Room Temp
MED-2063,Ibudex,Dermatology,114.6,498,08-02-2027,BN-50034,Ruiz-Brown Pharma,Cool/Dry
MED-2064,Glycozole,Dermatology,127.25,398,01-11-2026,BN-78934,Carter Inc Pharma,Room Temp
MED-2065,Pannol,Dermatology,47.69,373,05-02-2027,BN-46550,Gardner Group Pharma,Cool/Dry
MED-2066,Altholine,Cardiology,127.69,24,25-07-2027,BN-50780,Gomez LLC Pharma,Refrigerated
MED-2067,Ibufen,Dermatology,35.68,380,30-06-2027,BN-20178,Livingston Ltd Pharma,Refrigerated
MED-2068,Glycomab,Antiviral,129.59,475,04-03-2029,BN-77276,"Johnson, Mitchell and Harris Pharma",Refrigerated
MED-2069,Althofen,Analgesic,90.5,319,05-06-2027,BN-54203,Palmer LLC Pharma,Refrigerated
MED-2070,Althozole,Analgesic,74.5,54,20-01-2029,BN-31307,Frazier-Stevens Pharma,Room Temp
MED-2071,Althopril,Dermatology,53.24,86,20-02-2028,BN-47093,"Bauer, Miles and Smith Pharma",Refrigerated
MED-2072,Dolofen,Dermatology,89.8,458,01-01-2029,BN-97231,Smith-Cisneros Pharma,Cool/Dry
MED-2073,Glycofen,Analgesic,39.92,185,17-10-2028,BN-28208,"Thomas, Lopez and Mathis Pharma",Cool/Dry
MED-2074,Zyrpril,Dermatology,23.01,368,03-11-2027,BN-71097,Horton Group Pharma,Room Temp
MED-2075,Altholine,Antibiotic,95.56,103,02-11-2026,BN-23357,Greer-Mendez Pharma,Cool/Dry
MED-2076,Zyrmab,Cardiology,12.58,284,25-05-2028,BN-57431,Bell PLC Pharma,Cool/Dry
MED-2077,Panpril,Antiviral,22.96,313,29-12-2027,BN-43715,"Payne, Williams and Thompson Pharma",Cool/Dry
MED-2078,Exertin,Antiviral,103.16,131,11-06-2028,BN-10863,White-Smith Pharma,Cool/Dry
MED-2079,Panvin,Cardiology,114.35,231,15-07-2028,BN-43204,Robinson-Beck Pharma,Room Temp
MED-2080,Cetiline,Cardiology,142.53,373,24-11-2028,BN-41855,Ramirez-Williams Pharma,Refrigerated
MED-2081,Althonol,Cardiology,148.91,97,26-08-2028,BN-68216,York Group Pharma,Room Temp
MED-2082,Pantin,Antiviral,131.09,211,11-07-2027,BN-32801,"Jenkins, Hayden and Anthony Pharma",Refrigerated
MED-2083,Glycotin,Antiviral,8.32,233,10-11-2026,BN-32396,"Williams, Doyle and Anderson Pharma",Cool/Dry
MED-2084,Metline,Cardiology,48.2,199,17-10-2028,BN-37930,"Taylor, Spencer and Lee Pharma",Cool/Dry
MED-2085,Zyrnol,Antiviral,57.3,114,03-12-2027,BN-15660,Anderson PLC Pharma,Room Temp
MED-2086,Metpril,Dermatology,93.06,378,19-12-2027,BN-82864,Carter PLC Pharma,Room Temp
MED-2087,Panvin,Analgesic,123.58,95,19-01-2029,BN-80113,Miller Group Pharma,Room Temp
MED-2088,Cetizen,Dermatology,137.5,259,28-07-2028,BN-64334,"Jefferson, Williams and Martinez Pharma",Refrigerated
MED-2089,Zyrdex,Antiviral,85.73,180,02-05-2027,BN-27038,Garcia Inc Pharma,Room Temp
MED-2090,Panline,Dermatology,72.45,303,05-11-2026,BN-42304,"Brown, Shelton and Miller Pharma",Room Temp
MED-2091,Dolozen,Antiviral,20.59,427,30-12-2027,BN-47117,"Bishop, Stevens and Beltran Pharma",Cool/Dry
MED-2092,Metnol,Antiviral,16.51,386,20-11-2026,BN-98461,"Cook, Berry and Brown Pharma",Refrigerated
MED-2093,Panvin,Antiviral,142.54,392,14-11-2028,BN-66469,Chapman LLC Pharma,Refrigerated
MED-2094,Exerpril,Dermatology,147,88,24-08-2028,BN-55813,Tucker LLC Pharma,Cool/Dry
MED-2095,Exerzen,Cardiology,65.16,395,27-11-2027,BN-84511,Weaver PLC Pharma,Cool/Dry
MED-2096,Althovin,Antiviral,104.38,216,01-02-2028,BN-12716,"Kim, Greene and Scott Pharma",Refrigerated
MED-2097,Cetidex,Dermatology,96.33,184,06-07-2028,BN-42113,"Tucker, Russell and Barrera Pharma",Refrigerated
MED-2098,Lipovin,Dermatology,55.87,260,07-03-2028,BN-45975,Williams LLC Pharma,Room Temp
MED-2099,Dolovin,Analgesic,80.06,195,18-11-2026,BN-83307,"Cook, Franco and Harris Pharma",Cool/Dry
MED-2100,Cetivin,Antiviral,110.93,281,07-03-2027,BN-87749,Henry-Santiago Pharma,Refrigerated
MED-2101,Ibutin,Cardiology,101.67,144,28-03-2028,BN-28061,Cohen PLC Pharma,Cool/Dry
